gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent
female,54 y.o.,"Tranby, Norway",separated,Lolaflorez1900,hispanic,-,-,from 45 to 70,no children,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,54 y.o.,"Mexico City, CDMX, Mexico",separated,charliel23,hispanic,-,-,from 35 to 55,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Friendship
male,49 y.o.,"Shade, OH 45776, USA",single,robo,white,-,-,from 32 to 45,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Friendship, Serious Relationship, Marriage"
female,55 y.o.,"Morelos, Zac., Mexico",divorced,Akira,hispanic,-,-,from 19 to 86,more than 2 living with me,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage"
male,36 y.o.,"Orangeburg, SC, USA",separated,antoniom2345,hispanic,-,-,from 19 to 45,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance"
male,37 y.o.,"Monterrey, Nuevo Leon, Mexico",single,edurcp,hispanic,"gambler, entrepeneur",-,from 19 to 28,no children,Straight,Atheist,non-smoker,social drinker,"Friendship, Serious Relationship"
male,51 y.o.,"Umhlanga, South Africa",single,Rahualkay,asian,Technician,Sincerely honest and strong believer in destiny and law of karma,from 35 to 54,no children,Straight,Hindu,social smoker,never,Serious Relationship
male,39 y.o.,"São Paulo, Estado de São Paulo, Brasil",single,garcia201817,white,Lic.Terapia Física y Rehabilitación,Soy muy alegra cariñoso y me gusta estar entre amigos y familia,from 19 to 86,want children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship, Marriage"
male,48 y.o.,"Brooklyn, NY, USA",single,Erik_Say,white,sirviente,"Soy de Rusia, sueño con conocer a una mujer agradable e interesante que habla español. Quiero aprender español. Juntos para pasar el tiempo. Bailar.",from 35 to 45,no children,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Marriage"
male,39 y.o.,"Almaty, Kazakhstan",single,Needo6810,asian,-,-,from 19 to 86,no children,Straight,Muslim,social smoker,social drinker,"Romance, Serious Relationship"
female,28 y.o.,"Caracas, Distrito Capital, Venezuela",single,Cristal1,white,-,"Me encanta la música, el ejercicio y el diseño.",from 19 to 56,want children,Straight,Christian,social smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
male,34 y.o.,"Cochabamba, Bolivia",single,diegot2,hispanic,-,-,from 19 to 35,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage"
female,30 y.o.,"Lima, Perú",single,fernandac23,hispanic,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Friendship
female,56 y.o.,"Lima, Perú",single,Charito777,hispanic,-,-,from 49 to 60,1-2 living with me,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship"
female,34 y.o.,"Odesa, Odessa Oblast, Ukraine, 65000",single,Alina_malina,white,Fitness trainer,-,from 31 to 55,no children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage"
male,44 y.o.,"Ennis, Co. Clare, Ireland",single,Patchos,white,Surfer,-,from 19 to 45,no children,Straight,Atheist,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,32 y.o.,"Cancún, Q.R., México",single,Fercho259112,hispanic,-,-,from 19 to 30,no children,Straight,Atheist,non-smoker,social drinker,Fun
male,55 y.o.,"Asheville, NC, USA",divorced,alonk,white,-,-,from 28 to 42,1-2 living elsewhere,Straight,Jewish,non-smoker,social drinker,"Romance, Serious Relationship"
female,39 y.o.,"Kyiv, Ukraine, 02000",single,ElenaElena,white,-,-,from 32 to 42,no children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage"
female,51 y.o.,"Orlando, Florida, EE. UU.",single,Mile09,hispanic,Administradora de Empresas,-,from 40 to 55,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,64 y.o.,"Maarssenbroek, Netherlands",divorced,Bernard59,white,Supervisor,-,from 25 to 52,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage"
male,43 y.o.,"Gdańsk, Poland",single,arik,white,-,-,from 19 to 45,no children,Straight,Christian,non-smoker,social drinker,"Fun, Romance, Serious Relationship, Marriage"
female,48 y.o.,"Toronto, ON, Canada",single,Exciteme,native american,Retired,"I am looking for someone that inspires, fun and adventurous.",from 30 to 50,more than 2 living elsewhere,Straight,Spiritual,social smoker,social drinker,Serious Relationship
male,35 y.o.,"Bogotá, Bogota, Colombia",single,quinceg,hispanic,-,-,from 19 to 86,no children,Straight,Atheist,non-smoker,never,Marriage
male,37 y.o.,"Ica, Perú",separated,FrancoCR,hispanic,Ingeniero agrícola,-,from 19 to 30,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Serious Relationship
male,42 y.o.,"Didsbury, AB T0M 0W0, Canada",separated,juniorn2,black,-,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship
male,40 y.o.,"Lleida, Spain",single,davide234,white,-,-,from 19 to 45,want children,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
female,33 y.o.,"Lviv, Lviv Oblast, Ukraine, 79000",single,kristina234,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship, Marriage"
male,46 y.o.,"Varna, Bulgaria",single,Giovanni77,white,Banker,-,from 19 to 45,no children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance"
female,37 y.o.,"Antigua, Antigua and Barbuda",single,Camela,black,-,-,from 19 to 86,1-2 living with me,Straight,Spiritual,non-smoker,social drinker,Serious Relationship
female,41 y.o.,"Falcón, Venezuela",single,dainyp,pacific islander,-,-,from 35 to 45,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Romance
male,71 y.o.,"Dallas, Texas, EE. UU.",divorced,RBDallas,white,medio retirado,-,from 39 to 55,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,57 y.o.,"Råholt, Norway",divorced,Aigin,mixed,photographer,-,from 25 to 35,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Serious Relationship, Marriage"
male,42 y.o.,"Cologne, Germany",separated,Hosss007,middle eastern,-,-,from 19 to 35,want children,Straight,Muslim,non-smoker,never,"Serious Relationship, Marriage"
female,48 y.o.,"Fort Lauderdale, Florida, EE. UU.",single,Mary75,hispanic,Medico,-,from 42 to 65,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,48 y.o.,"Miami, FL, USA",divorced,geoh2,hispanic,-,-,from 19 to 86,more than 2 living elsewhere,Straight,Other,non-smoker,social drinker,"Serious Relationship, Marriage"
male,41 y.o.,"Attard, Malta",single,jus018,white,Liaison Officer,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship
female,37 y.o.,"La Paz, Bolivia",single,Karla53,hispanic,-,-,from 28 to 38,no children,Straight,Other,non-smoker,occasional drinker,Friendship
male,49 y.o.,"Lima, Perú",single,nick0309,hispanic,negocio propio,-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,56 y.o.,"Lima, Perú",separated,Luis2664,hispanic,Transporte,Tranquilo respetuoso trabajador cariñoso hogareño busco relación. Seria y estable,from 25 to 45,1-2 living elsewhere,Straight,Other,social smoker,social drinker,"Romance, Serious Relationship"
male,58 y.o.,"Beirut, Lebanon",single,Rabih,white,My on work shop,-,from 30 to 38,want children,Straight,Christian,non-smoker,social drinker,Marriage
female,38 y.o.,"Cienfuegos, Cuba",single,Mulata85,black,-,-,from 19 to 86,1-2 living with me,Straight,Other,social smoker,social drinker,Serious Relationship
male,49 y.o.,"Albacete, España",in relationship,Poliamoroso,white,-,"Hombre agradable, culto y con buen porte. Con las cosas bien claras al cual le gusta el ejercicio y la disciplina. Cariñoso y amable.",from 19 to 38,no children,Straight,Other,non-smoker,never,Serious Relationship
male,51 y.o.,"Guadalajara, Jalisco, Mexico",separated,alexz,hispanic,-,-,from 25 to 45,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Serious Relationship"
male,37 y.o.,"Playa del Carmen, Q.R., México",single,Mitologico,hispanic,enfermero,"me gusta hacer ejercicio y leer, soy sociable, amigable",from 25 to 36,no children,Straight,Christian,social smoker,social drinker,Marriage
male,55 y.o.,"Ambato, Ecuador",divorced,luismiguelvb1,hispanic,profesor de electronica.,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance"
male,49 y.o.,"Ciudad de México, CDMX, México",separated,Marbel75,hispanic,Ingeniero,-,from 28 to 50,1-2 living with me,Straight,Other,social smoker,social drinker,"Romance, Serious Relationship"
female,35 y.o.,"Branchburg, NJ, USA",single,Nangag1,white,Sales,-,from 45 to 65,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,29 y.o.,"Kinston, NC, USA",single,Darizrr,hispanic,Construccion,-,from 19 to 23,want children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,54 y.o.,"Lufkin, Texas, EE. UU.",divorced,jamuno,hispanic,-,-,from 36 to 45,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Friendship, Serious Relationship"
female,58 y.o.,"Kherson, Khersons'ka oblast, Ukraine, 73009",widowed,margarita23,white,-,-,from 45 to 60,1-2 living with me,Straight,Atheist,light smoker,never,"Serious Relationship, Marriage"
female,48 y.o.,"Los Reyes de Salgado, Mich., México",separated,avalosa,hispanic,-,-,from 40 to 49,don't want children,Straight,Other,non-smoker,social drinker,Serious Relationship
male,33 y.o.,"Maracaibo, Zulia, Venezuela",single,Ajgmaj,white,Medico,-,from 19 to 86,no children,Homosexual,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
male,31 y.o.,"Byron Center, MI 49315, USA",single,Dom25,white,-,-,from 19 to 45,no children,Straight,Other,chain smoker,social drinker,Fun
male,29 y.o.,"Cartagena, Bolívar, Colombia",single,Liam1245,hispanic,Estudiante,-,from 25 to 55,no children,Bisexual,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship"
female,46 y.o.,"Cali, Valle del Cauca, Colombia",divorced,orianae,hispanic,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship
male,51 y.o.,"Oceanside, CA, USA",divorced,franciscog234567,hispanic,-,-,from 19 to 86,want children,Straight,Spiritual,social smoker,social drinker,Serious Relationship
male,68 y.o.,"Caracas, Capital District, Venezuela",divorced,jesusr23456,hispanic,-,-,from 45 to 55,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Romance
male,57 y.o.,"Tenerife, Santa Cruz de Tenerife, España",divorced,Alvaro66,hispanic,Jubilado,-,from 48 to 51,no children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,31 y.o.,"Arequipa, Perú",single,rodril,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Marriage
male,59 y.o.,"Cheshire, MA, USA",divorced,patrick300,white,diesel technician,-,from 19 to 86,want children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
male,51 y.o.,"81030 Castel Volturno, Province of Caserta, Italy",single,nikky72,black,technician,-,from 19 to 86,want children,Straight,Christian,non-smoker,occasional drinker,Marriage
male,35 y.o.,"Bogotá, Colombia",single,fabriator1989,white,Entrenador,-,from 28 to 35,want children,Straight,Christian,non-smoker,social drinker,"Friendship, Serious Relationship, Marriage"
male,55 y.o.,"Quebec, Canada",single,lagachette,white,Sound engineer,"Hi I'm from Canada. I live in Québec city in the province if Québec. I will live in Costa Rica soon. I already bougt a land at Ojochal. I would like to have a serious relation with a woman of Costa Rica. My spanish is not good yet... My english is ok.

I'm not a superficial man. I like to have a healthy life. I do sports often. I'M 50 years old already. But I look and live much younger. I really like Costa Rica and peoples there. I think that it will be possible to have a good life there.",from 25 to 47,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship
female,34 y.o.,"Guadalajara, Jal., México",single,gio8,hispanic,diseño grafico,-,from 29 to 32,no children,Straight,Other,non-smoker,never,Serious Relationship
female,54 y.o.,"Barranquilla, Atlántico, Colombia",separated,helenf,hispanic,Independiente,"Soy muy amorosa, independiente, sencilla, cariñosa, hogareña, trabajadora, me gusta viajar, disfrutar una buena compañía, salir a cenar, a cine, soy de buen genio,dar lo mejor de mi, soy creyente en Dios, y espero que El me ayude a encontrar mi media naranja. Vivo con mi hija menor que es el motor de mi vida. Soy Diseñadora Gráfica. 

Quisiera encontrar un hombre que le guste viajar conocer otros lugares. A mi me encanta. No me gusta hablar de sexo.",from 50 to 70,1-2 living with me,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
female,42 y.o.,"Lake Charles, LA, USA",single,amyjung085,asian,Assistant Professor- Food Scientist,"I am looking for which whom in long-term relationship, out-going, friendly, kind, well-educated (at least master degree, non-smoker, only occasional drinker, and no children.",from 36 to 50,no children,Straight,Buddhist,non-smoker,occasional drinker,Serious Relationship
male,31 y.o.,"Cusco, Perú",single,edum09,hispanic,-,-,from 19 to 86,no children,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,67 y.o.,"Lima, Perú",separated,LUISBD,hispanic,MILITAR JUBILADO,"SOY UN HOMBRE HONESTO Y SINCERO, QUE COMPARTE SU VIVENCIAS, CONOCER A UNA MUJER DIGNA DE SER RESPETADA, CON LEALTAD, ME GUSTA EL DEPORTE, LOS PARQUES. PUNTUALIDAD Y 
LA LIMPIEZA",from 37 to 45,don't want children,Straight,Christian,non-smoker,social drinker,Serious Relationship
female,-,"Cordova, TN, USA",-,connies2,-,-,-,from 19 to 86,-,-,-,-,-,"Friendship, Romance, Serious Relationship"
male,58 y.o.,"Fredericktown, OH 43019, USA",separated,Heyyou,white,Stagehand,-,from 36 to 53,no children,Straight,Other,light smoker,social drinker,"Friendship, Romance"
female,26 y.o.,"Mendoza, Capital, Mendoza, Argentina",single,kellyp234,white,-,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Romance
male,40 y.o.,"Ponte Vedra Beach, FL 32082, USA",separated,Christop6969,white,-,-,from 19 to 86,1-2 living with me,Straight,Other,social smoker,occasional drinker,"Fun, Friendship, Romance"
male,50 y.o.,"Santa Cruz de la Sierra, Bolivia",divorced,FreddyRibera,mixed,Profesor,-,from 19 to 45,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,57 y.o.,"Fullerton, California, EE. UU.",divorced,rome,hispanic,enfermero vocational,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,Marriage
female,29 y.o.,"Pittsburgh, PA, USA",single,garciab,hispanic,-,-,from 30 to 45,want children,Straight,Christian,non-smoker,social drinker,Marriage
male,48 y.o.,"Tel Aviv-Yafo, Israel",divorced,moty76,middle eastern,-,-,from 23 to 40,1-2 living with me,Straight,Jewish,light smoker,social drinker,"Fun, Friendship, Romance"
male,51 y.o.,"Ciudad de México, CDMX, México",single,Mecheverrias,hispanic,-,-,from 36 to 46,1-2 living elsewhere,Straight,Jewish,non-smoker,social drinker,Serious Relationship
female,48 y.o.,"Ciudad de México, CDMX, México",single,Arely,white,Docente,-,from 40 to 45,no children,Straight,Other,non-smoker,social drinker,Serious Relationship
male,55 y.o.,"Huancayo, Perú",single,jedapo,hispanic,administrador,-,from 19 to 30,1-2 living elsewhere,Straight,Christian,non-smoker,never,Friendship
male,37 y.o.,"La Asunción, Heredia, Belén, Costa Rica",separated,Efren,white,administrador,"私は勤勉で楽しいですが、とても家庭的です。私は良い料理です。

Watashi wa kinbende tanoshīdesuga, totemo kateitekidesu. Watashi wa yoi ryōridesu.

Soy trabajador y divertido pero muy hogareño, soy buen cocinero.",from 19 to 37,want children,Straight,Other,social smoker,social drinker,"Serious Relationship, Marriage"
male,45 y.o.,"Elbasan, Albania",single,davidea,white,-,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship"
male,50 y.o.,"San José Province, San José, Costa Rica",divorced,jmata2669,hispanic,-,-,from 30 to 46,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
female,35 y.o.,"Kyiv, Ukraine, 02000",single,Dinna22,white,-,-,from 31 to 40,want children,Straight,Christian,non-smoker,never,Marriage
male,45 y.o.,"Sucre, Bolivia",single,Alam,hispanic,Proyectos,-,from 19 to 36,1-2 living elsewhere,Straight,Christian,non-smoker,never,Marriage
male,59 y.o.,"Lanús Oeste, Buenos Aires, Argentina",divorced,Cristobal2018,white,Administrativo,-,from 30 to 50,no children,Straight,Spiritual,non-smoker,social drinker,Serious Relationship
male,42 y.o.,"San José Province, San José, Costa Rica",single,efreeno,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage"
male,36 y.o.,"Indianapolis, IN, USA",single,bezzy317,white,sales,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,Romance
male,31 y.o.,"Chiclayo, Perú",single,Henrry123,hispanic,Ing. Informático,"Soy una persona alegre , divertida , me gusta bailar",from 19 to 26,no children,Straight,Other,non-smoker,never,"Fun, Romance, Serious Relationship, Marriage"
male,56 y.o.,"Guayaquil, Ecuador",separated,moisess,white,-,-,from 28 to 35,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
female,51 y.o.,"Cobán, Guatemala",single,Lila2018,hispanic,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
female,35 y.o.,"Lima, Perú",single,Maludi,hispanic,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,Friendship
male,44 y.o.,"Sullana, Perú",single,alexanderr2,hispanic,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,Romance
female,32 y.o.,"Fairhope, AL 36532, USA",single,Bellamfinamore,mixed,I love to clean and cook and have a good time,I love to be surrounded by nature. I love winter swimming and I love to cook and bake.,from 26 to 28,no children,Straight,Christian,non-smoker,occasional drinker,Friendship
male,50 y.o.,"Santiago, Región Metropolitana, Chile",separated,Luis1973,hispanic,Independiente,"Varón separado busca dama para relación seria , les garantizo seriedad , saludos.",from 26 to 37,1-2 living elsewhere,Straight,Other,light smoker,social drinker,Serious Relationship
male,42 y.o.,"Tulsa, OK, USA",single,johnt2,white,-,-,from 19 to 86,1-2 living elsewhere,Straight,Spiritual,chain smoker,never,"Fun, Friendship, Romance"
female,57 y.o.,"Madrid, España",widowed,mariac5,white,-,-,from 48 to 60,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,45 y.o.,"Loja, Ecuador",single,Dereck410,hispanic,Tecnico,-,from 21 to 45,want children,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
female,55 y.o.,"Hermosillo, Son., México",separated,Alicia49,hispanic,-,-,from 48 to 55,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship
male,50 y.o.,"Naoussa town, Paros Island 844 00, Greece",divorced,leonidasc,white,-,-,from 19 to 39,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,Romance
male,55 y.o.,"Coral Springs, FL, USA",divorced,Jas34,asian,Professional Healthcare Information Services,-,from 22 to 40,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,48 y.o.,"Madrid, Spain",single,danieldumy,white,abogado empresario (lawyer-business man),"Feliz, divertido, me gusta la cultura y la educación. Happy and funny, nice person...love travelling....",from 27 to 39,no children,Straight,Spiritual,non-smoker,social drinker,Serious Relationship
female,43 y.o.,"Asunción, Paraguay",single,Loumar23,hispanic,Leyes,-,from 28 to 62,no children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage"
male,53 y.o.,"Wisbech, UK",single,antonios2345,white,-,-,from 35 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
male,61 y.o.,"Clinton, IL 61727, USA",separated,jerryb23,white,-,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Serious Relationship"
male,31 y.o.,"Lima, Perú",single,miguelitowr,hispanic,-,-,from 19 to 25,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship
female,52 y.o.,"Dallas, TX, USA",divorced,Lunitu71,hispanic,-,-,from 40 to 86,no children,Straight,Other,non-smoker,social drinker,"Friendship, Romance"
female,41 y.o.,"Escobar, Buenos Aires, Argentina",single,angelicab,hispanic,-,-,from 35 to 45,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship"
male,35 y.o.,"Lima, Peru",single,jonathan12,hispanic,administrador,-,from 19 to 86,1-2 living with me,Straight,Christian,social smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
female,34 y.o.,"Kyiv, Ukraine, 02000",single,KayaRose,white,-,-,from 30 to 40,no children,Straight,Christian,non-smoker,never,Marriage
male,36 y.o.,"Colima, México",divorced,chis,hispanic,trabajo de mensajero,-,from 27 to 86,1-2 living with me,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,40 y.o.,"Cartagena, Bolívar, Colombia",single,lui17,hispanic,chef y operador logistico,"soy una persona seria . responsable muy divertido y profesional ,con ganas de conocer personas muy serias y formales para relacion estable.",from 35 to 55,no children,Homosexual,Other,non-smoker,occasional drinker,Serious Relationship
male,52 y.o.,"Bogotá, Colombia",single,FERNANDOSANCHEZDIAZ2018,white,ADMINISTRADOR,"Hombre maduro, alegre, inteligente, responsable y sencillo.",from 19 to 45,no children,Straight,Spiritual,non-smoker,social drinker,Serious Relationship
male,32 y.o.,"San Salvador, El Salvador",single,diegom2345,native american,-,-,from 19 to 38,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance"
female,39 y.o.,"Limpopo, South Africa",single,martha1905,black,-,-,from 37 to 45,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,39 y.o.,"Cuernavaca, Mor., México",single,Arood,hispanic,Abogado,-,from 19 to 28,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,34 y.o.,"Bogotá, Colombia",single,Hober,hispanic,-,-,from 25 to 40,no children,Straight,Other,non-smoker,social drinker,"Romance, Serious Relationship"
female,30 y.o.,"Guanacaste Province, Costa Rica",single,Andrea2020,hispanic,-,-,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,social drinker,"Fun, Friendship"
male,43 y.o.,"Palmira, Valle del Cauca, Colombia",single,jhond,hispanic,-,-,from 19 to 50,more than 2 living with me,Straight,Spiritual,non-smoker,never,Friendship
male,41 y.o.,"Bello, Antioquia, Colombia",single,hahahahaha,white,-,-,from 19 to 39,no children,Straight,Other,light smoker,occasional drinker,Serious Relationship
male,47 y.o.,"Maracaibo, Zulia, Venezuela",divorced,esnaiderd,hispanic,-,-,from 35 to 50,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,53 y.o.,"Mazatlán, Sin., México",widowed,Eliseomacias,hispanic,sistemas Computacionales,-,from 34 to 39,want children,Straight,Christian,non-smoker,never,Serious Relationship
male,59 y.o.,"Bogotá, Colombia",widowed,lbeltranchavarro,hispanic,Docente universitario,"Soy una persona educada, con principios morales y de costumbres sanas.",from 25 to 45,no children,Straight,Christian,non-smoker,never,Romance
female,-,"Sandton, South Africa",-,cherylp2,-,-,-,from 19 to 86,-,-,-,-,-,"Friendship, Romance, Serious Relationship"
male,59 y.o.,"Milford, CT, USA",separated,Mario64,hispanic,Supervisor,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,45 y.o.,"Mexico City, CDMX, Mexico",divorced,ernestr,hispanic,-,-,from 35 to 41,1-2 living with me,Straight,Other,light smoker,social drinker,"Serious Relationship, Marriage"
male,62 y.o.,"Santa Cruz de la Sierra, Bolivia",divorced,juanre,mixed,-,-,from 38 to 47,want children,Straight,Spiritual,non-smoker,social drinker,Serious Relationship
male,45 y.o.,"Aurora, CO, USA",separated,Maksym7777777,white,-,"Looking for a woman with a positive attitude to life, having a creative worldview and a sense of humor. The main goal of communication is the exchange of positive energy at all levels of joint interaction.",from 19 to 50,more than 2 living elsewhere,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship"
male,47 y.o.,"Trenton, NJ, USA",divorced,Motagua,hispanic,Teacher,-,from 19 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Friendship
male,40 y.o.,"Maryville, TN 37804, USA",single,brandonf23,white,-,-,from 19 to 86,want children,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,46 y.o.,"New York, NY, USA",single,joydavid,asian,Investor,"I am kind and Generous, Hard working man. I am looking for my Partner/Friend and a Passionate Lover Like me. I believe in Giving and sharing, Caring.",from 19 to 86,no children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,51 y.o.,"Las Cumbres, Panama",single,giovannig,hispanic,-,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship
male,29 y.o.,"Trenton, Quinte West, ON, Canada",single,johnb3,white,-,-,from 19 to 86,no children,Straight,Atheist,non-smoker,social drinker,"Romance, Serious Relationship, Marriage"
female,33 y.o.,"Monterrey, N.L., México",single,Leijasofia17,white,Ingeniera,-,from 30 to 45,no children,Straight,Other,non-smoker,never,Serious Relationship
male,44 y.o.,"Pretoria, South Africa",divorced,Geeman1979,mixed,Senior manager,-,from 19 to 40,more than 2 living with me,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
male,42 y.o.,"Stockholm, Sweden",divorced,Murodali,white,-,-,from 30 to 40,no children,Straight,Muslim,non-smoker,never,Marriage
female,54 y.o.,"Tapachula, Chis., México",single,gloriaa,hispanic,-,-,from 45 to 45,1-2 living with me,Straight,Other,social smoker,social drinker,Romance
male,53 y.o.,"Chicago, IL, USA",divorced,Ivan01,hispanic,Administrator,-,from 30 to 60,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,45 y.o.,"Arequipa, Perú",single,DanielA5,hispanic,-,-,from 25 to 35,no children,Straight,Spiritual,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
male,44 y.o.,"San Salvador de Jujuy, Jujuy, Argentina",divorced,Mario79,white,-,-,from 19 to 86,more than 2 living elsewhere,Straight,Other,social smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
female,67 y.o.,"Asheville, NC, USA",widowed,mesmereyes57,white,retired,"humorous, curvy, intelligent, one of a kind one man woman, pet parent,",from 19 to 86,more than 2 living elsewhere,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
female,35 y.o.,"Bogotá, Colombia",single,leidyv,black,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance"
female,30 y.o.,"La Ceiba, Honduras",separated,angelfacebab,pacific islander,TEFL student,"I am very sweet love God I a also like to have fun once an a wile go to a nice bar& restaurant, I love instruments I can be very submissive at times and I love food I am not skinny am actually very curvy and bella.i don't like men that has sick dirty minds love a man that's has respect.",from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage"
male,40 y.o.,"Panama City, Panama",single,isaacc,middle eastern,-,-,from 19 to 34,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Friendship, Serious Relationship"
