age,location,ethnicity,occupation,status,description,scam,age_group,country
56,"Buffalo, New York, United States",hispanic,engineering,divorced,mikegilley0@hotmail.com,1,51-60,United States
48,"Houston, Texas, EE. UU.",hispanic,carer,separated,"I am a person who believes in God, hard-working, responsible, honest, respectful, loving, affectionate, with loyalty, I like to dance, cook",0,41-50,EE. UU.
28,"New York, United States",black,other,single,Am cool and nice girl thank youAm cool and nice girl thank youAm cool and nice girl thank youAm cool and nice girl thank youAm cool and nice girl thank youAm cool and nice girl thank youAm cool and nice girl thank you,1,21-30,United States
61,"Montreal, QC, Canada",hispanic,other,single,"I am honest, I want to love and be loved. I don't like lies. I would like someone like me for a serious relationship.",0,61-70,Canada
55,"Los Angeles, California, United states",white,other,widowed,"I am honest and loving american man.
i’M A VERY HARD WORKING MAN’ I HAVE WORKED SO HARD ALL MY LIFE TO OWN ALL THAT I GOT IN LIFE TODAY BUT I STILL GOT ONE THING MISSING IN MY LIFE. EVER SINCE I LOST MY WIFE I HAVEN’T BEEN SO LUCKY TO FIND THE RIGHT WOMAN THAT COULD REPLACE HER PLACE IN MY HEART. BUT I KEEP BELIEVING THAT IT CAN ONLY GET BETTER WITH FAITH..",1,51-60,United states
36,"Saint Quentin, New Brunswick, Canada",white,military,widowed,"I’m down to earth, caring, honest, out going, loves to have fun when on vacation. I will die for my family and my country. I want a partner that is understanding, loving, loves to laugh.",1,31-40,Canada
64,"Santa Clara, Cuba",mixed,retired,single,"I am looking for and want a man who understands my reasons and who supports me, who gives me help and company, who is committed to me and wants a long-term relationship and gives me security and happiness, who is loving and is sure of what he wants and desires, look for me if Do you think you deserve all my love????",0,61-70,Cuba
47,"Bath, United Kingdom",mixed,self-employed,widowed,"am a business man that love to meet new people,i laugh when its time for me to do that and also enjoy my day after working hours though i live alone but this not disturp my business and down to earth i may low in education but wish time permit me to further more.",1,41-50,United Kingdom
49,"Aberdeen, United Kingdom",white,engineering,widowed,"I’m a creative and thoughtful person who’d like to be with someone who is both, too. I’m looking for someone with aspirations of growing, learning and always becoming a better person. I’m friendly with a big heart. I like open-minded people who aren’t quick to judge others. A person who’s laid back, compassionate, and has a great sense of humor is right up my alley. I’d say I’m an ambitious too and get along with everybody. Someone who can hold a conversation and can express who they truly are is something I am very attracted to.",1,41-50,United Kingdom
32,"Los Angeles, California, United States",Native American,military,single,"Am alex howard from Los Angeles,california..I need a trustworthy woman for companionship..Please if you don’t live in the USA dont message me..email:Alexhoward1960@gmail.com",1,31-40,United States
53,"Los Angeles, California, United States, or Brasilia, Brazil",white,architect,widowed,"Well first of all, i will state that most of the qualities in me, are discovered mostly on how people perciev me. I am loving, caring, honest and romantic gentle man, being romantic is something i inherited from my Irish father. When it comes to accommodating, accepting people and paying attention to others and their idea, i do that will the quest to understand more about them and build a better relationship with them, segregation, selfishness and dishonesty are things that i detest. I work hard, love traveling whenever i have free moment, I would like to tell more personal things about me, as we engage is chat. I am gentle, loving, honest and caring person, atleast have gotten that compliment from people on many occassions. I cherish family life and companion so much and love traveling with my love one, i prefer so say more when i am asked. Thanks",1,51-60,Brazil
47,"Barcelona, España",white,technology,single,I really like to play the guitar,0,41-50,España
43,"Mixco, Guatemala",hispanic,other,separated,"I am a sincere, honest, responsible, respectful, hard-working person and I don't like lying and playing with feelings and being honest with me.",0,41-50,Guatemala
46,"Preston, England, United Kingdom",white,engineering,single,"cool, homes and easy going fella",1,41-50,United Kingdom
62,"Port Orchard, WA, USA",white,carer,widowed,"Hello out there 

I would ideally would love to have a serious relationship and all the good stuff that creates a friendship. I won’t do a big advertisement about myself but I am basically a simple girl where I try my very best to be the best that I can be. I can tell you more about myself if we have a chance to communicate with each other. Wish you all well out in finding new friends.",0,61-70,USA
49,"Aurora, Colorado, United States",white,engineering,single,"I’m an engineer work with a petroleum refining consultant multinational corporation. I enjoy quiet nights at home I can describe myself as a loving,caring,honest,kind,sincere, and above all a God fearing man, with good morals and values.and have got sense of humor,love kids alot and have lot of respect for women I do not cheat or play games either i am just me someone who has been through a lot of ups and downs in life and has come to the conclusion that One should live everyday as if its gonna be your last , A fun loving and gentle personality who believes Trust and Honesty are meant to be the Bedrock of every relationship, someone who understands the meaning of love and believes True Love can be found anywhere …i like to put God first in everything i do , i love to go out to the beach on weekends and give myself a good treat of Sunbath …an open minded person who has the fear of God …above all ….”The Perfect man For every WOMan”",1,41-50,United States
64,"Buffalo, NY, USA",white,transport,divorced,"Clean cut white male, polite and respectful but also a lot of fun. I love to pamper a woman. We arent getting any younger...lets connect :-)",0,61-70,USA
30,"Villavicencio, Meta, Colombia",mixed,military,single,"I am happy, fun and a good friend.",0,31-40,Colombia
54,"Salt Lake City, Utah, United States",white,contractor,widowed,I am an adventurous risk taker that’s chosen to live an uncommon life. I am pretty transparent and I am looking for someone who is also unpretentious… You can hit me up on mayordaniels733 at gmail.com,1,51-60,United States
28,"Califonia, United States",white,other,single,"I’m Single looking for a honest man in my life.I’m a very passionate and romantic woman. I am genuine, spiritual, reverent, trustworthy, honest, dot focused, deep, warm hearted, Soft spoken, and sincere. very content, easy going, fun loving, and am com grateful to God for all that i have. I’m not one to try to draw a lot of attention to myself. I try to put other Peoples feelings before i think of myself. I treat others as i would like to be treated.",1,21-30,United States
42,"Washington, DC, USA",black,other,single,Funny affectionate love to cuddle looking for a passionate woman I can spend time with,0,41-50,USA
34,"Guayaquil, Ecuador",hispanic,tourism,single,"I'm venezuelan.. since my country and life got f""""""**up by the communist.. I decided to travel and get to know more about the world and all the wonderful things in it..",0,31-40,Ecuador
45,"Cali, Valle del Cauca, Colombia",hispanic,hospitality,single,"I am a very romantic man, I like to be thoughtful and respectful.
I like to have fun and dance salsa. I am looking for a fun and loving woman.",0,41-50,Colombia
45,"Indiana, United States",white,military,single,"Am good gentle man who is very essential and motivated am here for serious relationship am not a scammer am funny in every way and jovial but sometimes strict at other side of me I love caring woman and fishing,playing etc",1,41-50,United States
25,"Duisburg, Germany",mixed,other,single,"in spite of my ability to live on my own, I don’t lose hope to meet a noble and clever man who will make my life more interesting and add more sense to it. I respect old traditional value of family life very highly, and I know I will be a good wife for my life-partnerintelligent with a good sense of humor. I would like to meet a nice man with whom I could feel happy and comfortable and who will be my best friend and faithful life-partner for the rest of my life. I am ready to be a good wife for him and to give all my love to him till the end of the road.",1,21-30,Germany
46,"Calgary, AB, Canada",white,other,separated,Looking for a good woman for me and my kids I'm a big hearted guy thanked a loyal loving woman,0,41-50,Canada
47,"Lund, Sweden",hispanic,other,divorced,"I am a happy, sensual and romantic person.",0,41-50,Sweden
48,"Summerville, South Carolina, United States",white,military,divorced,"I’m a country man kind at heart and i am here looking for marriage with the right woman. I am not in a hurry to find the love of my life, but I don’t want to wait for months and months. Life is too short to spend it alone and the passion, beauty and the excitement of being with the one you love is so wonderful. what I want is to find someone that is right for me and understand me, what bothers me most in this life and what is inside it and how you feel, I want to meet Someone that is romantic, serious and down to earth at the same time. a woman who likes to laugh and enjoy the outdoors, who truly wants to be an wife and believes in the sanctity of marriage, a woman who is honest, loyal, trustworthy and totally devoted to her man Someone who is spiritual and believes in God Someone who likes to be flirted with and will allow me to kiss, hug and hold her hand in public Someone who is willing to try new things.",1,41-50,United States
72,"Anderson, SC, USA",white,retired,widowed,"I'm a friendly, caring, not jealous and people person. I love to ride on motorcycles, love the beach and mountains.",0,71-80,USA
34,"Houston, Texas, United States",white,military,divorced,"i am an Engineer working with Admiralty Marine and Structural Engineering (AMASE).
i am a single dad looking for a serious relationship that could possibly lead to marriage.",1,31-40,United States
52,"Birmingham, Alabama, or New York, United States",white,academic,widowed,"Am a God fearing man with lots of love an respect for humanity,am family oriented and hate lies games,am fun loving and easy going too,just wanna love and be loved for whom i am not what i hate got,",1,51-60,United States
41,"San Juan, Puerto Rico",hispanic,engineering,separated,Good cook and talker. Amateur footballer. We talk and see what happens.,0,41-50,Puerto Rico
37,"Durban, South Africa",black,other,single,"Patrick is a very passionate person
Athletic fit,middle height,like martial arts,family oriented person,i have very soft spot for children,romantic guy",0,31-40,South Africa
32,"Pucallpa, Perú",hispanic,engineering,single,"I am a professional person, I work and I am a happy person, fun, romantic and thoughtful. I love to dance.",0,31-40,Perú
45,"Cochabamba, Bolivia",mixed,other,single,"I am a woman looking for someone to share moments with.
I like to dance, walk, travel",0,41-50,Bolivia
40,"Antioquia, Colombia",mixed,other,single,"Hardworking, serious, responsible, honest, I like animals, listening to music, watching motor sports, getting to know places, etc.",0,41-50,Colombia
44,"Athens, Georgia, United States or Helsinki, Finland",white,military,single,am loyal to a fault and would be more than there to the special someone in my life. I adore the changing seasons and I am happy with who I am. I have an interest in many topics. I like to share verbal bantering in fun to keep things light. I like to travel and am very interested in other cultures and languages.,1,41-50,Finland
56,"Los Angeles, California, United States",white,construction,single,"Hi there, I am Gabriel by name ,I am 57 years old,I work with theUnited States Construction .And I have been into the Company For Over 17 Years, and i enjoyed it because due to the job i have visited so many countries although it was basically for roads and Keeping…rnI’m a widower and open for a serious relationship…. I am a sexy, loyal,romantic and devoted man who’s looking for a woman to please me.Someone to share personal moments with, enjoy life and to firmly hold the blessings of a lasting and undying happiness. I am one man born to please not to tease. I am educated with high goals, morals, and integrity. I am a once in a life time offer, every woman’s dream. I am willing to relocate to a secure foundation a steady relationship and to meet the terms,now I’m looking for a woman who’s open minded to have correspondence with.",1,51-60,United States
28,"Austin, Texas, United States",white,self-employed,single,"Hi am who I am looking for a good man an honest kind, oh m not here for u mr smartass, if u are here to play game don’t botter urslf to contact me or txt me coz I won’t reply u, age no matter as much u are real an serious to have a good woman in ur life,,good thing meet good people, am not here for u a layer when u send to me, 9 ten 3 zoro 2 86 three nine,,,u can talk to me if u are who u are, ,lol",1,21-30,United States
35,"New York, NY, USA",hispanic,other,divorced,"Very responsible worker, faithful, sincere, good friend and many more things that you can discover",0,31-40,USA
40,"London, United Kingdom",white,engineering,divorced,"I like to drink red wine,fruit juice and coffee. I don’t smoke anything,I like salad with fried rice and chicken,pizza,Burger,potato chips,and fish. I like football and basket ball. I like to be in Museum center,Cinema hall and Amusement park. I’m a Christian Catholic church member, my parents are dead longtime ago. I love friends and family, I am a lot of fun and make friends easily, I am a person who is very real when it comes to life and it’s issues. Am honest,kind caring,affectionate,good sense of humor,easy going,free thinker,trustworthy and respect the lives of other people….. I’m a man that is living life as it comes to me. I don’t worry about tomorrow, for it will be here no matter what I do. The best days of my life are yet to come.",1,41-50,United Kingdom
51,"Rio, Philippines",white,construction,widowed,I would like to meet that special person that will be sincere and and always be there for me.,1,51-60,Philippines
59,"Portsmouth, NH 03801, USA",mixed,engineering,divorced,"I am a fun loving, singing, very loving person. I love alternative, pop, and indie music. Recently into the new no vocals groups. love soccer, hockey, and baseball. I'm a gamer and movie watcher. I'm a home buddy as well as pretty smart.",0,51-60,USA
60,"Sacramento, CA, USA",white,self-employed,single,"I'm a nudist and exhibitionist
Looking for a woman who enjoys that I am a nudist and exhibitionist and wants to have a fun happy relationship that will last forever",0,61-70,USA
34,"Oregon, United States",white,military,single,"I am a kind hearted down to earth lady from United States,looking for a soul-mate and a relationship based on mutual respect, will like to have a big store of my own and make a happy home with the real man of
my life.",1,31-40,United States
56,"Rogers, Arkansas, or Houston, Texas, United States",white,other,divorced,"–
I smile often, laugh a lot, and find joy in the simple things of life. My friends would describe me as kind, caring, and friendly. When I believe in a cause, I can be very passionate about it. I express myself very easily and love to hear what others have to say as well. Bottom line, I am a communicator. I am very sociable, affectionate, and loving. I love to read, write, travel, and spend time with family and friends",1,51-60,United States
35,"Long Beach, California, United States",white,carer,single,"I am 38 years ? , lost rest of the family including my fiancee for almost 8 years , i am 5:7 inch tall lady , i dont drink nor smoke and never been in drugs , i dont fight i am seeking for love which will turn to everlasting and more, i like country , soul , rock and heavy metal music, one of my fav are phil collin, dolly partin , kenny rogger , billy joel, i like red as color , flowers , roses, i love reading and swimming , i like people",1,31-40,United States
33,"Lake City, Florida, or New York, United States",white,self-employed,single,i am simple and cool easy going person. I love traveling and meeting new people. I ‘m into Art Exhibition and i exhibit many art works and paintings in different part of the world. I recently realized that i hardly had time for myself and needed to make friends and get to know beautiful people on here. Here i’m now and waiting to meet that special person that will make me feel comfortable and relaxed. I hope to meet people on here and make everlasting friendship.,1,31-40,United States
49,"Maryland, or New York, United States",white,medical,single,"My name is Engineer william dawson, I am an engineer from Maryland, United States of America, I am looking for a honest and trustworthy woman for a cordial relationship",1,41-50,United States
33,"New Haven, Connecticut, United States",native american,self-employed,single,"I am very outgoing,communicative,easy going,outspoken,I am also a very Romantic type,love to cuddle,hold hands while walking,I’m trustworthy so far as people tell me maybe I’m just laid back,lol…I also tend to have a good heart with so much of love to give and to receive.I am a lonely child as well. ,lol…Hmmmm I guess enough is being said about me……..",1,31-40,United States
36,"Lima, Perú",hispanic,government,single,"Hello, I'm Juanjo from Lima, Peru, I'm looking for a Venezuelan girl for a serious relationship. I live in Lima, Peru, obviously, first we have to make an appointment.",0,31-40,Perú
39,"Caripe 6210, Monagas, Venezuela",hispanic,engineering,single,"I am fun, realistic, hard-working, very social. we will see the rest little by little",0,31-40,Venezuela
62,"Montreal, QC, Canada",hispanic,other,divorced,"Quiet, clean, happy, familiar, passive, I like to talk",0,61-70,Canada
52,"Haixi, Qinghai, China",white,other,widowed,"I am Anthony very good looking young man,well educated and working with one of reputed company. I like traveling,music watching football.Am here looking for loving,caring,faithful girl for marriage not long time relationship.I am successful person when it comes to my work by god’s grace i am blessed with a daughter and i have everything i need.all i need is that special one in my life with whom i can see the rising sun a",1,51-60,China
32,"Tabasco, México",hispanic,engineering,single,I am also an athlete in Athletics and I study Postgraduate.,0,31-40,México
54,"Caracas, Distrito Capital, Venezuela",hispanic,teacher,single,"Hardworking,Hardworking,Romantic",0,51-60,Venezuela
53,"Port St. Lucie, Florida, EE. UU.",black,sales,separated,"Latin woman I want to meet people living in Canada?????????. I live in Florida ???????? I like sports, animals, plants, tranquility, peace, laughing, making jokes, seeing others laugh.",0,51-60,EE. UU.
67,"Studio City, Los Angeles, CA, USA",white,other,divorced,"I'm going on a one week Caribbean vacation the last week of February and would like to take a FWB..I pay for airline, hotel, and meals. Bonus points if you scuba dive or snorkel. Yes, this is for real. I just don't want to go alone. Prudes need not reply. Any age or ethnicity. Age 62, 5'8"", 165, great sense of humor, chill.",0,61-70,USA
41,"Oklaohoma, United States",native american,contractor,widowed,"Am a very decent and humble man who can tolerate any kind of woman with any character ,caring loving smart .",1,41-50,United States
26,"Málaga, Spain",hispanic,technology,single,"Im a Hard working Man that knows when is Time for work, Time for Family and time to enjoy live.
Im looking for a strong, Independent, Fun and adventurous Woman that wants to enjoy live with me",0,21-30,Spain
58,"San José, Costa Rica",white,clerical,separated,"I am very simple, easy to carry. I do not like lies. I like nature, going for walks.",0,51-60,Costa Rica
26,"Madrid, España",white,other,single,"I am a serious, athletic young man looking to find a woman to start a serious relationship.",0,21-30,España
30,"San José, Desamparados, Costa Rica",asian,other,single,"I am fun, tender, I really like to draw and read. I am loving and very active",0,31-40,Costa Rica
38,"Honolulu, Hawaii, or South Dakota, United States",mixed,military,divorced,"I am a healthy, active, educated, single Mother,working Christian. I enjoy interacting with others but like to relax with family and close friends the most. My interests include reading, the outdoors, walking, swimming, fishing, canoeing, riding my bike for fun, travel, and enjoying new adventures. I enjoy attending church and digging into the word of God through bible study, am socially conservative but fun-loving. No real bucket list but there are fun activities I would enjoy doing in the not-too-distant future i.e. scuba diving and perhaps someone who may consider taking dance lessons with me one day . My cooking is simple, tasty, but healthy yet would enjoy sharing a lovely dessert too …. with a kind, sweet, fun guy that I think is kind of cute.",1,31-40,United States
33,"Chicago, Illinois, United States",black,other,single,"Am aisha ,Am 5’7tall I am a single lady,never been married,but i had kid which is 2yrs old,I am very outgoing,communicative,easy going,outspoken,I am also a very Romantic type,love to cuddle,hold hands while walking,I’m trustworthy so far as people tell me maybe I’m just laid back,lol",1,31-40,United States
43,"Geneva, Switzerland",hispanic,carer,single,"I like nature so I respect the life of every living being. I am cheerful, have a good sense of humor, and have a lot of warmth.",0,41-50,Switzerland
30,"Barranquilla, Atlántico, Colombia",pacific islander,other,single,"I love sport, dancing, cinema, gym",0,31-40,Colombia
30,"Beverly Hills, or Gardena, California, or Houston, Texas, United States",mixed,self-employed,single,"I am attractive, cheerful, but very lonely woman. I really want to love, I want to be loved. In my heart I feel a void, so I want to meet a man who could fill their feelings, their love will fill my soul loneliness. I hope that here I can find a man who is interested in communicating with me. Write to me, I will be very pleased.",1,31-40,United States
49,"Shavertown, Pennsylvania, United States",white,other,widowed,"I am kind, sincere, romantic, sensitive, easy-going, honest, but above all, I am a true gentleman, I am not into games nor want to meet someone that is into games! I do not believe that a lady is a personal piece of property and can be done what one likes to do! The lady in my life would be my equal and I would always uphold her with the greatest respect. I still believe in chivalry!!! A gentleman should always hold the door open for his lady (for that matter any woman) and will be proud to walk the streets with her on my arm!!! No, chivalry is not dead! I tend to put everything into a relationship and not go into half-heartedly! Am I opening up Pandora Box because of this? Yes, if the other one is not sincere, but no, if they are!!! You can only get out of a relationship with what you put into it.",1,41-50,United States
45,"Olive Hill, KY 41164, USA",white,disabled,married,I am in a complicated situation if you think you might want to get to know me let me know. I am worth it.,0,41-50,USA
27,"Los Angeles, California, United States",white,carer,single,"Thanks for droping by to read my article on my profile. There is no one on earth more serious about finding love and successful marriage than i am,and you can count on that.Am a Woman of One man that believe in what Goes Around Comes Around.Am Looking forward to meet that special man that i will create heaven in her Heart…I can say that I am a kind, cheerful, responsive, open and sincere woman. I am fond of life, I am romantic but realistic, tender but determined.I’m not too religious but i do things the right way and the right time they are suppose to be done",1,21-30,United States
51,"Tijuana, B.C., México",white,other,single,"Professional with a doctorate in electronics, looking for a lady, I clarify, a lady to make a stable family.",0,51-60,México
35,"Sioux Falls, SD, USA",native american,construction,divorced,"I'm fast going easy going updated, activated not easily persuaded live live in the moment to own it hope things work out for the best.",0,31-40,USA
50,"Tegucigalpa, Honduras",hispanic,clerical,single,"I am honest, responsible, faithful, loving, educated, of good principles, romantic, I love God.",0,51-60,Honduras
48,"Calgary, AB, Canada",hispanic,sales,separated,Well-traveled mature male who enjoys interesting conversations with down-to-earth simple-minded females.,0,41-50,Canada
52,"New York, United States",white,other,widowed,"I would describe myself as a very determined and highly motivated person. I do take my job seriously but I’m able to see things in perspective and believe I’m quite easy-going to work with. I’m an optimist rather than a pessimist – but I’m also a realist and I cope well when the going gets tough; I’m very good at finding solutions to problems. Above all, I would say I’m a positive and enthusiastic person – and I relish a challenge.",1,51-60,United States
60,"Oklahoma, United States",other,contractor,widowed,I have been told that I am an extremely passionate person that has a magnetic personality. I am more of a leader than a follower and typically march to the beat of a different drummer.,1,61-70,United States
68,"Colchester, UK",white,manager,single,I'm young for my age I like a laugh I'm honest and faith full my friends say I'm a good laugh.,0,61-70,UK
24,"Atlanta, Georgia, United States",black,other,single,"Looking for someone to spoil me .
I lovevshoppng , getting my hairband nails done. If thats you prove it . Send me something on cash app . Then we can talk .
Cashapp>>. $KissmyE
Are you looking to have your life controlled and submitted by a young, gorgeous woman?
Are you a respectful man who thrives off financial Domination.
I will be your everything and your all. I will have control of your spending and you will treat me like a princes.
Would you mind making me smile ?Sending Me money for shopping , or the spa . surprise Me and make my day .
Cashapp> $kissmyE",1,21-30,United States
42,"Lima, Perú",hispanic,teacher,single,"LAUGHING, HARD-WORKING, SUPPORTIVE GIRL WITH MANY VALUES",0,41-50,Perú
33,"New York, United States",native american,self-employed,single,"Am grace nova ,single and tall ,new york city ..i love dancing and making friends be happy with them ,also swimming",1,31-40,United States
29,"Newark, or Jersey City, or Caldwell, New Jersey, United States",native american,fashion,single,"I am looking for someone that I can get lost in conversation with just as easily as we can share one of those moments of comfortable silence in each others arms. I love to laugh and joke around. My job is awesome, but I know when I come home that is where my priorities and true happiness are.",1,21-30,United States
78,"Maricopa County, AZ, USA",white,retired,widowed,"I'm fit & healthy. Exercising often and plan to stay fit.
Health is excellent.",0,71-80,USA
29,"Windhoek, Namibia",black,legal,single,I am an adventurous person. I love TV and dogs. I adore associating with new people.,0,21-30,Namibia
40,"Managua, Nicaragua",hispanic,manufacturing,divorced,"I like to work, go out and enjoy life",0,41-50,Nicaragua
32,"Charlotte, North Carolina, United States",white,manager,divorced,"I feel that communication is the key to a successful relationship. There has to be mutual respect between partners. A successful relationship should be built on trust, understanding & friendship. Physical attraction is only the surface. You should be attracted to each others minds & spirits. There has to be a high level of consideration for each others feelings, wants, likes & dislikes. Understanding should be there that each person is different in his or her own way.",1,31-40,United States
52,"Houston, Texas, United States",native american,construction,divorced,"Hi…. I’m Wyatt. I am a 52 years old open minded man from Texas. I have brown eyes and light brown hair, my body is about average, and I live alone. I have children, and they live at home I’d love to chat with you.",1,51-60,United States
42,"Dallas, Texas, United States",white,military,single,I am single with one son I am easily going honest caring trust true love person,1,41-50,United States
51,"Houston, Texas, United States",white,engineering,single,"Am simple, easy going and understanding, i always love keeping it real with my self and everyone around me. I’m kinda hard working, never play with my job because it’s what i like doing most and it keeps me going as well, love my son, he’s my pride and me. If there is anything else you wanna know pls feel free to ask.",1,51-60,United States
71,"23470 Cazorla, Jaén, España",white,artist,divorced,I'm calm.kind andI don't like to lose heart and speak frankly and directly,0,71-80,España
57,"Madrid, Spain",hispanic,carer,single,It would be nicer if you could describe the loved one who came into my life.,0,51-60,Spain
32,"Madrid, España",white,other,single,I am a 27 year old boy who wants to meet his better half and start a family,0,31-40,España
48,"Union City, California, or New York, United States, or Beijing, China",native american,engineering,widowed,"I am determinate, cheerful, sensitive, secure. I’m kind hearted and open minded, respectable sincere and honest person am caring, kind, simple ,loyal and kind, social, smart, intelligent, passionate, friendly, romantic, and i believe in the truth and honest of love with a big heart but hard when needed, i am very sincere when it comes to sharing feelings and emotions with that special person and i am really am down to honest about the things i say and do cause i dont lie also willing to try anything, likes to travel to new places. I enjoy living life to its fullest and making every day count",1,41-50,China
45,"Bogotá, Colombia",hispanic,other,divorced,"I am a responsible, hard-working man. I like to fight for my dreams and goals. The woman who wants to be by my side also has to have goals in life and fight between the two to fulfill them. I am a passionate romantic but very sentimental.",0,41-50,Colombia
37,"La Paz, Bolivia",hispanic,self-employed,single,"Travel, gym, parties, soccer",0,31-40,Bolivia
29,"Montreal, QC, Canada",hispanic,manufacturing,single,"happy, fun, romantic, affectionate, who likes to exercise, outdoor activities and adventure.",0,21-30,Canada
57,"Forth Worth, Texas, United States",white,self-employed,widowed,"I am in every sense a Gentleman I am easy going, down to earth and God fearing.I am a sweet, fun loving man and gentle hearted man; I enjoy rollerblading along the beaches on beautiful sunny days. I enjoy doing things that are thrilling and exciting. I believe in taking care of a woman and treating her as a gift that God meant her to be. I am very romantic and I like to pay a lot of attention to my woman. I also like to give her compliments and tell her how nice looking she is and how much I love and care for her. I am a very good communicator and I love to talk things over. I hate to argue, and I am a very honest and caring man. I like to laugh and have fun. I’m a man who knows how to be a partner not a dictator. Stand beside his woman not behind her or in front of her. I want to be with someone who will be my best friend and my lover. Someone I can trust unconditionally.. And of course, I will be the same to you.I want my partner to be feminine, affectionate and passionate.Fidelity and Honesty are tops on my list of what I expect from my partner…",1,51-60,United States
47,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",asian,other,single,"Looking to meet new friends to expand my social circle or more.  Keep the friendly chats going & see where it leads us to... Meet up when we are both comfortable. Open & honest with my thoughts & feelings. Enjoy spending time alone just to read/listen to music. I'm 170cm tall, unlike the typical Asian.  

Love to hear funny & interesting stuff about your trips abroad, food hunts & fav movies.",0,41-50,Malaysia
29,"Prague, Czechia",white,medical,single,"I enjoy spending time family and friends, listening to live music on a patio in the summer. Play to football. I like to try new places and see what our big town had to offer. At home I enjoy gardening and trying new recipes. I love Sunday dinner with my family. Its the best part of my week.",0,21-30,Czechia
37,"Lima, Peru",hispanic,finance,single,"I like to travel, walk, read, dance, many other things and I am also fun and sometimes funny.",0,31-40,Peru
57,"San Diego, CA, USA",white,fashion,divorced,"I am a loving, caring, sensitive guy with a big heart. Active, fit, and stay in shape. I love to dance, romantic restraunts, explore new places, spend time on my boat in the marina. I'm also passionate about guitar. And above all, I Love to CUDDLE.",0,51-60,USA
32,"London, United Kingdom",white,accounting,single,i am a girl with love and trust and honest person,1,31-40,United Kingdom
46,"Miami, Florida, or Los Angeles, California, United States",white,military,single,"I’m not looking for just anyone. I know what I’m looking for so if you are not what I want please move on and keep looking. You must be the kindest earth angel that puts other people before them self. one who is so honest it hurts. Loving, caring, giving, and loves to do so much smiling and laughing there is no time left for being unhappy. My preference in my earth angel be between 5-2 and 5-5 and somewhere around 130 lbs give or take a little and maybe in your 50""s. Sorry if that sounds snobbish but that’s just what I am attracted to and lets be honest if no attraction it probably wont work out. A relationship does have to have a physical mental and spiritual attraction maybe not necessary in that order to work. I don’t want to jump in bed first and then see if we even like each other, want to take time to get to know each other first learn our likes and dislikes. I mean how could I ever fall in love with a girl and not even know if you like ice cream know what I mean. I enjoy enjoying the simple things if life like taking a walk holding hands and end up having a picnic, hop in the car and who knows end up at a flea market and end the day having a nice dinner out. I also don’t think there is anything wrong with stay at home and I cook up a wonderful meal and then just cuddle up and watch a little tv Maybe I expect to much but this is what I am like and want you to be the same. I’m not looking to change anyone just want to enjoy a totally peaceful loving relationship with an earth angel again. If this sounds like what you are looking for and are being totally honest then please respond back. If not please move on. Hoping to hear from my one and only. Oh ya PLEASE be my angel……………….",1,41-50,United States
40,Hong Kong,asian,teacher,single,"New to this site. Not really expecting anything. A e-pen pal is good enough, a travel pal would be lucky. And let's see what life brings to us. Very patient and a good listener. Let's talk",0,41-50,Hong Kong
49,"Los Angeles, California, or Texas city, Texas, United States, or Switzerland",white,finance,widowed,"Am a loving and caring person , also down to earth .",1,41-50,or Switzerland
51,"Houston, Texas, United States",native american,military,widowed,"I’m an adventuresome, hardworking, curious and kind person. My current priority is my son, my career, my health and fitness. I’m a devoted father on the weekends, but missing someone special to share my life. I would like to find someone who shares my commitment to health and fitness, but also has unique interests and wants to try new things together. love doing business",1,51-60,United States
24,"Tenerife, Spain, or Berlin, Germany",black,other,single,i am paulina by name who is here to meet my soul mate,1,21-30,Germany
40,"Texas, or New York, or California, or Nigeria",mixed,contractor,single,am nice an good looking just looking for a lady who will be serious to be my wife,1,41-50,or Nigeria
61,"Cd Juárez, Chih., México",white,academic,divorced,Solvent and very intellectual man,0,61-70,México
47,"La Paz, Bolivia",hispanic,other,single,"I love music and nature
I am looking for a serious and honest relationship.
Trust and honesty are important for a relationship.",0,41-50,Bolivia
52,"Bogotá, Colombia",hispanic,self-employed,single,"I like the simple things that life as a couple offers, a hug, a kiss, walking hand in hand, an ice cream, etc. I am a faithful man, if faithful I am a very family-oriented person, I love to cook, make my partner happy and above all respect the woman who is by my side. I am extroverted, I have 2 girls who are the joy of my life but always thinking about myself and personal happiness.",0,51-60,Colombia
47,"New York, United States",white,government,widowed,"This is the first time,that I post my self on the internet(feels funny),because i normally meet people in person,but I guess it should not be a problem to meet the right person.(yes it is)so I give this a try.I am a 53year young man(But I look and feel like early 20,s)I just want to find one good real woman that knows how to treat a real man(Because I know how to treat a woman) well im not your EX nor the man your mom or dad warned you about(im better than that lol) .I am a decent looking man and have a good heart and soul and knows how to make a woman feel like she is the only woman in the room(sometimes to good that’s what people say) i am caring, very open& honest (I hate lies )truthful,very romantic, funny and adventures love to do things,but also relax, love to cook,(i guess I should be chef,lol),listen to soul,jazz and r&b, watch good movies and i am hard working and very ambitious,but know when to stop and take time for you.If you are looking for a good husband and success relationship,call on me no games i will treat you like queen. then maybe i am the one. I am not a control freak and expect the same ,give each other space and respect.So if you are Honest (no freaking lies and stories) beautiful from the inside out, have a good heart and soul and like some how to plan things in life and looking for a real true relationship then im the man for you.",1,41-50,United States
